id,probability
90616,0.49794804169190815
148473,0.4978972095719188
72743,0.5176726313432815
32457,0.5003297054578498
12608,0.4951400350335538
80166,0.4858987980624106
138721,0.5169642136469941
30657,0.5013721335016572
52519,0.5217840518413689
25566,0.49549459431814047
151320,0.5230182432658116
117299,0.49107645280965123
142496,0.48869965592661563
119329,0.5044572882642202
64871,0.5290037897282288
20889,0.5014215977830138
60782,0.5073142443048494
44283,0.5071036262930686
47352,0.5153036195384639
147111,0.5218513089545829
13078,0.4950241701884552
136947,0.5164477979969954
91532,0.5034979650809553
128184,0.489515722913872
7259,0.522846522647357
13404,0.5158303971088786
45372,0.5119249041442957
107039,0.4935667068895244
27687,0.5121363428579272
95157,0.5037672308926322
68896,0.49985403326640737
109276,0.5051240095890633
20449,0.5061086467379616
5284,0.5169394121223342
74827,0.4984021568209524
128180,0.5113308732950391
130096,0.4990925569924687
43570,0.5229575839874365
115145,0.49481972132616425
20959,0.5244876128126111
128587,0.5289414066562556
137670,0.493516904767885
116226,0.5063357573229904
101375,0.4948446642822128
136343,0.4927560254155959
64255,0.522073907997579
25224,0.5006810834266764
59356,0.5273713906982676
63272,0.4948201416048269
70444,0.4964663442490822
150992,0.488576611945196
103716,0.5054227070262508
105249,0.49324960902021237
18548,0.5085159609756001
24348,0.49041503765617894
78926,0.490323782194335
44086,0.5109771939206139
143403,0.5070045647153872
145922,0.5069872555052797
9395,0.5157659780217524
108064,0.5154664460499052
41048,0.5037544646506069
119145,0.5194694660831158
86537,0.4935178467209011
37407,0.5053822051226202
149469,0.5187879129896609
125986,0.5062214155679726
2161,0.5113609562969291
131022,0.5016401916488327
38400,0.4986101065576408
141050,0.4962369779054906
45759,0.5205083137269104
136812,0.505128682679748
133800,0.50593156554261
89384,0.5216652422165906
130329,0.4886193548383286
62833,0.5064708305250313
67107,0.49166709673002057
130921,0.5050405719909542
875,0.5161331187189284
105663,0.49348705857385056
44161,0.49466680537020996
9700,0.4928910528908269
96921,0.4937815561958463
51406,0.485579891145633
66760,0.49943421795558707
90346,0.5235699044677541
43039,0.5073582360728573
112252,0.4978076058234427
19971,0.4815519952701394
132331,0.49012067238282236
42224,0.5227962187095146
62993,0.51972804443071
114541,0.5088868218430013
144016,0.4852891843775254
87312,0.5076163730270877
106561,0.5264690635202836
66838,0.5028904715181995
43350,0.4968262757226532
104542,0.5199128812196064
115346,0.49957485087958137
28156,0.48779759957923174
96836,0.4938464126897528
91939,0.49082149813894294
131747,0.4946216846824174
141265,0.49261931168643386
151488,0.5086677751687466
40903,0.5141697343321423
18481,0.5177556417294916
20043,0.49288845777913853
66560,0.515662099095742
77011,0.4991241672840284
56013,0.4875728370150589
99747,0.5177846227320705
69108,0.5033059930631737
1716,0.5138341493604623
37224,0.4865217091754601
67878,0.5211015402878239
147165,0.5101730279810347
81618,0.5203354516311024
91215,0.5232262157207997
