id,probability
90616,0.49755637010941706
148473,0.5002188253224177
72743,0.4830826630999544
32457,0.5010733354911907
12608,0.49765471079848217
80166,0.4937135438524457
138721,0.5047921856890871
30657,0.50857861035052
52519,0.5251849178993978
25566,0.5003983019775489
151320,0.5326047215703091
117299,0.48670272064417935
142496,0.5048462704207664
119329,0.5013791221446734
64871,0.5429098879847126
20889,0.49629411641584303
60782,0.510006627723663
44283,0.5100411562914894
47352,0.5290968431783433
147111,0.5253060099139195
13078,0.4952153329948978
136947,0.5021502128956636
91532,0.5022299387970526
128184,0.4894422080230053
7259,0.5327845375153472
13404,0.4897771326851509
45372,0.5171457837152037
107039,0.5028834932928252
27687,0.521449789278047
95157,0.5011921108749249
68896,0.5009462763647481
109276,0.49286081445030167
20449,0.49051945708567957
5284,0.5165237137274049
74827,0.500753406186702
128180,0.5143133822963625
130096,0.4908318821906914
43570,0.514257677509964
115145,0.5007158570281339
20959,0.5722067001015801
128587,0.5402413040815752
137670,0.49796881321964415
116226,0.5020273063452767
101375,0.37590904751310344
136343,0.49357566265086084
64255,0.4921029047595919
25224,0.48595786777606637
59356,0.5075922847943415
63272,0.4959383450871563
70444,0.4955127510511752
150992,0.4909025341293691
103716,0.5112767584886507
105249,0.4902097844838157
18548,0.5153621862783211
24348,0.49284247011270893
78926,0.48512378666152034
44086,0.5197050359124769
143403,0.5094162013066563
145922,0.5100411562914894
9395,0.5161721601726907
108064,0.5164735054759091
41048,0.5029669481918105
119145,0.5170044194504565
86537,0.49140515344036667
37407,0.5036431760209187
149469,0.5123190702832753
125986,0.4973335261706738
2161,0.5076415588054422
131022,0.501737346356777
38400,0.5011908491525425
141050,0.5036302439565962
45759,0.522547632345934
136812,0.504008114192138
133800,0.5100411562914894
89384,0.5401040265639735
130329,0.47071468230446534
62833,0.5100411562914894
67107,0.48712322393801916
130921,0.49932585329956897
875,0.6321153981519692
105663,0.4914436772475709
44161,0.4905288876516716
9700,0.515306326008016
96921,0.5148755659203984
51406,0.49881254466705055
66760,0.4928669050005653
90346,0.5747143203084422
43039,0.5120755996467422
112252,0.5002679793981675
19971,0.4677828803126056
132331,0.4860262508046663
42224,0.5331214211346327
62993,0.4498870524334322
114541,0.5122781185067983
144016,0.49005713538544016
87312,0.5078626319699728
106561,0.5349436144797052
66838,0.49798320382007305
43350,0.4909574319766343
104542,0.522346681926333
115346,0.4946201901393981
28156,0.48339288899916777
96836,0.4934320568856691
91939,0.48063468891807914
131747,0.4853548761402058
141265,0.3967787450511986
151488,0.5051515826395341
40903,0.525588892958061
18481,0.5083654293392089
20043,0.20682453052857772
66560,0.5165975787911761
77011,0.5009533825196191
56013,0.48893270564767427
99747,0.5200869718600541
69108,0.5108666229618649
1716,0.5170414099361381
37224,0.4909568833995133
67878,0.522360052456742
147165,0.514487911775091
81618,0.5143067911370782
91215,0.5254355953241479
150913,0.49357566265086084
147911,0.5107901894014831
132151,0.4874493735626077
61582,0.5106137272138332
75992,0.5114068461962715
83116,0.5207861645903602
10180,0.49077272193074084
113524,0.4926346239149924
88469,0.5035147814374047
153400,0.5164466871855098
73386,0.5101244769730495
96503,0.497327928029811
139988,0.5132045293191501
13067,0.5029243757592674
83340,0.5162308056369563
115911,0.5497834785795197
127714,0.5205389233253623
32862,0.5087930719969196
51605,0.4862039142744566
20357,0.5048235014928637
35040,0.521107227824172
114863,0.5079454408404253
145183,0.48604255532845675
93560,0.47568983928154407
82057,0.48420102736674364
83819,0.5237476680996206
44422,0.5128642794954585
20056,0.48791985710252117
10160,0.5287046828956617
103453,0.522210910383352
34486,0.5281575893810122
98127,0.5009791766376496
142451,0.5019214966728521
37302,0.5386576657132428
49516,0.4898417262859129
140140,0.48890753272658183
510,0.49198956888105755
32788,0.5109941866745421
93347,0.5264716541234787
7125,0.518514447928649
151115,0.5147208899886874
123066,0.5042167460021404
58378,0.47448894453793306
54478,0.4978292919566698
130854,0.5049202344994558
140768,0.5217005536456715
44005,0.4914549569320855
26782,0.5212016578363645
58707,0.5003794325634852
14595,0.4946468299938224
92475,0.5230449796427614
73084,0.47851353787204537
17702,0.5109718805053965
147094,0.5040195460712993
75762,0.5018207409378126
3274,0.5209808874768559
22425,0.5294486740378916
78705,0.5493854268784283
136421,0.5195258242517027
151659,0.5098340136303525
89057,0.5221947753266908
107309,0.488186104227164
152633,0.4841464325042703
104696,0.46532872829148547
61803,0.49963100509185365
132785,0.5289662853353219
5026,0.4986844952836038
133185,0.5170211201604411
96371,0.5015794651273136
81522,0.49152411000290014
148863,0.4989023365546664
30062,0.4927539402206382
147007,0.5009462763647481
136052,0.5799936973680676
7462,0.5191969361035996
5102,0.5123442312019594
111702,0.519483358902249
14923,0.5130149972518232
95332,0.49694683101391424
145665,0.5179794519067329
140621,0.5731539317142197
64112,0.5128572919380674
129916,0.2550057982139975
73831,0.52358851682883
59026,0.5113854767420734
50181,0.5091308900521825
111060,0.5207754181658673
29185,0.5159630977583131
49680,0.4844722445183174
140099,0.5006244463313104
105397,0.4919866811655654
49362,0.49969845056063406
127805,0.5131086961347756
115228,0.515907074626468
11091,0.5123969828278111
79602,0.4757442247429375
76638,0.4997843629025828
115492,0.5295422392656153
39175,0.5079457937204217
24085,0.5109467903842905
80860,0.5080588547067154
114187,0.49277860965604764
136524,0.510499570838055
29486,0.47124461848628396
135803,0.49575834721791134
141555,0.47090047800123846
403,0.5249413543899466
44692,0.4997613790810548
352,0.5080176421837378
117401,0.5281844645631943
31929,0.512909493336055
144095,0.5385510952186715
94937,0.4854850065424409
117385,0.5131498353681225
152464,0.5177629939279057
18050,0.5577163958808163
22604,0.5015580009066445
65968,0.4841706853828467
93009,0.5080588547067154
33928,0.5275035230305589
26483,0.5269382712069759
26911,0.41230661519249334
136590,0.5140826396802081
129825,0.49280881075792166
22935,0.5058109198592963
66586,0.5029243757592674
152906,0.5128701044383007
5070,0.5259359484288098
131881,0.5014789159167484
38995,0.5175849513223262
57047,0.4872882644291487
5662,0.4784841074402813
101914,0.5093095355653792
14003,0.5590006856634724
118042,0.5277236174692754
110222,0.4847245111367554
128423,0.4908512996092183
13294,0.5100411562914894
19948,0.5005765671522064
140721,0.49985832232688154
77925,0.5120815332237396
90878,0.5004608500309503
89801,0.5246728919499168
135481,0.5365662163082189
59829,0.4881384693559576
23429,0.5032032689052146
87396,0.5158109982307617
118323,0.4926757603245386
30107,0.5172990881016256
227,0.5235181389634643
74569,0.460752552448297
25595,0.5257803575754684
141656,0.5233757011496671
108302,0.4902673830834174
138189,0.5134803166131844
14768,0.5414011330486482
54176,0.5107869856977391
88008,0.471668392887707
20450,0.49158812462164225
58964,0.4830441492268833
85046,0.5062069668175118
121592,0.517701458721423
119503,0.48984208991892203
24924,0.5297093001972241
115324,0.5131255959438347
90159,0.49299498897288735
103627,0.5044372061305156
145297,0.5150803746485224
29369,0.49491185639874924
152444,0.49354644124851854
99511,0.5041143291713441
66694,0.48566585650425903
52700,0.5170044194504565
100063,0.5094923684817217
16799,0.4992062839336102
47498,0.4648836025011139
100424,0.4968383705862748
19110,0.5164840644733134
78479,0.5075159380444739
143245,0.5002188253224177
113843,0.5340019691942693
97896,0.5842700587330704
83709,0.48612024199774495
72645,0.5137055700605466
49909,0.5146111504579061
137606,0.48434822836937297
24314,0.4775019946772777
86054,0.5172194660309875
5794,0.4894083982500348
58738,0.49717833023925884
57331,0.4899880901738729
21819,0.4864288596601045
112984,0.49985832232688154
72534,0.510678601573084
29682,0.5026120991292585
13204,0.4940833732665493
77895,0.5006587686933203
75545,0.5075464982635629
42715,0.5201883512463036
2530,0.5126763183989504
55119,0.5019214966728521
135965,0.49104296828735294
99030,0.47884932952974535
87655,0.5009281383870701
50258,0.5226881210094212
71666,0.5084010653797842
91205,0.5371143767805223
39914,0.5111390049310102
96588,0.48780653409575797
26545,0.5203939817174771
118061,0.5082715573193609
105491,0.5214337347007386
45101,0.5231239360265816
74664,0.5221950174330918
38941,0.5225599709343637
36798,0.49561086363970164
87415,0.49792233213435505
88493,0.4765075855275268
96386,0.5155494310933196
50210,0.49946918395956136
50300,0.5036498577476392
51700,0.49175693038682394
23309,0.5036498577476392
123029,0.49432331729496437
71249,0.5152393397014915
25525,0.5221950174330918
73385,0.5129369883183015
99774,0.5038126848849823
141347,0.5138559020198251
82932,0.5516112391511941
1231,0.539378043206209
55253,0.4820483066862354
28556,0.528849152310959
19111,0.5027193140748072
129318,0.49731297268823843
33141,0.6261110831573545
51352,0.5099218190769425
48019,0.5124915358048431
152124,0.48051335278633617
78303,0.5168263581349085
103581,0.4301262176777104
121379,0.48066427911221293
108374,0.48791985710252117
129848,0.45908631585967064
44310,0.486932379370854
68811,0.48568503311237193
62709,0.5427717556606292
74627,0.4998602857102994
53474,0.49753789546345323
22119,0.5035760611619123
50347,0.49122924802064294
92724,0.48909792418181747
104272,0.5095929916890474
42015,0.49511413668335186
50554,0.5148132399437194
61936,0.5005428065498106
128761,0.5174774048102018
72092,0.4939358557834827
135268,0.5020511033620227
106785,0.5074636679245228
78439,0.4900955466025154
7590,0.5740546034339243
7490,0.5010804495359693
47890,0.5288088068127549
4123,0.4751528457694307
108260,0.5174432942380136
6688,0.5206623436735147
93443,0.4886537645236239
110889,0.5076344503478721
62077,0.5140760623270807
149609,0.5019097583044076
118148,0.5121105895567134
21415,0.4819368982116461
11084,0.49666228535115853
56149,0.585788321478756
3546,0.49158812462164225
71932,0.4987743483233714
69916,0.5026286833858842
55158,0.529271023353252
151199,0.4969789330427023
34736,0.5198272850445177
17928,0.5036801334562616
54690,0.45851735221374057
79970,0.4733891777919569
117633,0.49045799969059606
97003,0.48329181978258434
16440,0.505245775677354
3738,0.5046747851642839
88678,0.5029243757592674
7180,0.5178173441006072
